0,0.012698
0,0.032295
0,0.063881
0,0.060131
0,0.046907
0,0.019631
0,0.012503
0,-0.0071732
0,-0.023921
0,0.0014311
0,-0.037064
0,-0.089046
0,-0.054931
0,-0.060154
0,-0.041598
0,-0.064382
0,-0.040974
0,0.0086119
0,-0.013588
0,-0.013632
0,-0.0046151
0,-0.022833
0,0.0027682
0,-0.0045799
0,0.001093
0,-0.019811
0,0.00062105
0,-0.004105
0,-0.0017252
0,-0.017079
0,-0.0066819
0,0.0046067
0,0.018628
0,0.027478
0,0.0039793
0,0.014322
0,0.034719
0,0.035557
0,0.021237
0,-0.0040018
0,0.0090361
0,0.012417
0,-0.007007
0,0.0020245
0,-0.013439
0,-0.044636
0,-0.050946
0,-0.028538
0,-0.013445
0,-0.0050722
300,-0.036864
300,0.060939
300,0.12038
300,0.19217
300,0.23033
300,0.26775
300,0.32185
300,0.40633
300,0.44942
300,0.47364
300,0.49166
300,0.50494
300,0.51625
300,0.51451
300,0.48371
300,0.52965
300,0.55535
300,0.53954
300,0.53134
300,0.54971
300,0.54946
300,0.5578
300,0.55091
300,0.58095
300,0.62972
300,0.6728
300,0.64924
300,0.66264
300,0.64646
300,0.64351
300,0.652
300,0.64354
300,0.61873
300,0.62645
300,0.63063
300,0.62425
300,0.60915
300,0.62052
300,0.63763
300,0.65142
300,0.65697
300,0.65064
300,0.70914
300,0.70109
300,0.69244
300,0.67823
300,0.66637
300,0.67474
300,0.63462
300,0.58283
0,0.59251
0,0.50833
0,0.44929
0,0.38111
0,0.35294
0,0.29116
0,0.25691
0,0.21788
0,0.18101
0,0.16873
0,0.13821
0,0.082746
0,0.055981
0,0.068703
0,0.037671
0,0.024689
0,0.041356
0,0.018554
0,0.0039008
0,0.030717
0,0.034398
0,0.012861
0,-0.025729
0,-0.035397
0,-0.0027522
0,0.011414
0,0.010567
0,-0.011854
0,-0.038398
0,-0.036213
0,-0.028369
0,-0.053764
0,-0.021449
0,0.0019355
0,0.039404
0,0.040956
0,0.028121
0,0.0040143
0,0.0030441
0,0.038381
0,0.044871
0,0.067419
0,0.07237
0,0.079114
0,0.063723
0,0.046411
0,0.034463
0,0.059346
0,0.052909
0,0.026435
600,0.017353
600,0.15789
600,0.28345
600,0.40086
600,0.49697
600,0.58916
600,0.6331
600,0.67098
600,0.73835
600,0.77749
600,0.82023
600,0.85626
600,0.89612
600,0.91417
600,0.97055
600,0.97812
600,1.0006
600,0.98777
600,1.0022
600,1.0099
600,1.0276
600,1.0435
600,1.0557
600,1.09
600,1.1323
600,1.1002
600,1.1107
600,1.1307
600,1.0971
600,1.0817
600,1.0928
600,1.1209
600,1.1165
600,1.1039
600,1.1213
600,1.1267
600,1.1087
600,1.1334
600,1.1196
600,1.1146
600,1.1492
600,1.1691
600,1.158
600,1.1548
600,1.1282
600,1.1544
600,1.1823
600,1.2117
600,1.2199
600,1.2235
0,1.2066
0,1.014
0,0.86186
0,0.7502
0,0.65421
0,0.57606
0,0.49653
0,0.43519
0,0.38507
0,0.37455
0,0.30742
0,0.218
0,0.16675
0,0.16446
0,0.17118
0,0.1357
0,0.13312
0,0.13118
0,0.12906
0,0.093489
0,0.086512
0,0.080256
0,0.079448
0,0.10198
0,0.096996
0,0.087453
0,0.095064
0,0.08075
0,0.023864
0,0.016588
0,0.018131
0,0.024649
0,0.029502
0,0.012929
0,-0.0048914
0,0.0092904
0,-0.017989
0,-0.043152
0,-0.0295
0,-0.021632
0,-0.028725
0,-0.03097
0,-0.029671
0,-0.014997
0,0.0060396
0,-0.023543
0,-0.054893
0,-0.040288
0,-0.042248
0,-0.039736
900,-0.03467
900,0.21282
900,0.36229
900,0.53765
900,0.71705
900,0.85986
900,1.0122
900,1.1342
900,1.1809
900,1.2389
900,1.3017
900,1.3543
900,1.3895
900,1.3928
900,1.4162
900,1.4777
900,1.5222
900,1.5316
900,1.5469
900,1.5921
900,1.6334
900,1.6767
900,1.6815
900,1.6632
900,1.6992
900,1.6958
900,1.6828
900,1.6835
900,1.6809
900,1.6763
900,1.7235
900,1.698
900,1.6803
900,1.6802
900,1.6398
900,1.6436
900,1.6457
900,1.636
900,1.6662
900,1.6822
900,1.7023
900,1.7206
900,1.6911
900,1.7119
900,1.6905
900,1.7037
900,1.7736
900,1.7919
900,1.7773
900,1.7599
0,1.7553
0,1.5506
0,1.348
0,1.2224
0,1.0181
0,0.87806
0,0.73939
0,0.6072
0,0.50524
0,0.42727
0,0.36935
0,0.34221
0,0.31646
0,0.26826
0,0.25685
0,0.23615
0,0.2091
0,0.19486
0,0.16288
0,0.14861
0,0.12555
0,0.12308
0,0.085232
0,0.091585
0,0.071853
0,0.083881
0,0.084243
0,0.095533
0,0.087506
0,0.10327
0,0.058782
0,0.034533
0,0.038092
0,0.022085
0,0.0099524
0,0.0032919
0,-0.013761
0,-0.036904
0,-0.04243
0,-0.033064
0,-0.027176
0,-0.0079522
0,-0.034276
0,-0.060759
0,-0.084891
0,-0.048958
0,-0.069999
0,-0.071995
0,-0.056847
0,-0.05537
